0.000000 0.000000 0.000000 0.014500 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.026600 0.000000 0.000000 0.000000
0.000000 0.025000 0.375000 0.038400 0.000000 0.000000 0.000000
1.000000 0.025000 0.375000 0.051600 0.000000 0.000000 0.000000
2.000000 0.025000 0.375000 0.060300 0.000000 0.000000 0.000000
3.000000 0.025000 0.375000 0.074900 0.001946 0.000026 0.013397
4.000000 0.025000 0.375000 0.086200 0.003790 0.000075 0.026794
5.000000 0.025000 0.375000 0.094900 0.005735 0.000154 0.040191
6.000000 0.025000 0.375000 0.114600 0.007576 0.000252 0.053588
7.000000 0.050000 0.350000 0.131400 0.009518 0.000383 0.066985
8.000000 0.050000 0.350000 0.145100 0.011407 0.000536 0.080776
9.000000 0.050000 0.350000 0.158400 0.013294 0.000713 0.093779
10.000000 0.075000 0.325000 0.168800 0.015179 0.000914 0.105994
11.000000 0.075000 0.325000 0.179400 0.017061 0.001137 0.118208
12.000000 0.075000 0.325000 0.190500 0.018940 0.001382 0.129635
13.000000 0.075000 0.325000 0.202600 0.020817 0.001646 0.139486
14.000000 0.075000 0.325000 0.213400 0.022691 0.001928 0.149337
15.000000 0.075000 0.325000 0.231200 0.024613 0.002235 0.158793
16.000000 0.075000 0.325000 0.242900 0.026431 0.002544 0.168250
17.000000 0.075000 0.325000 0.253600 0.028347 0.002888 0.177707
18.000000 0.075000 0.325000 0.266500 0.030209 0.003242 0.187557
19.000000 0.100000 0.300000 0.279600 0.032068 0.003613 0.197408
20.000000 0.100000 0.300000 0.289500 0.033923 0.004002 0.206471
21.000000 0.100000 0.300000 0.302200 0.035774 0.004409 0.216321
22.000000 0.100000 0.300000 0.313400 0.037722 0.004852 0.223808
23.000000 0.125000 0.275000 0.326900 0.039666 0.005312 0.232083
24.000000 0.125000 0.275000 0.337400 0.041607 0.005786 0.239569
25.000000 0.125000 0.275000 0.348300 0.043544 0.006274 0.247056
26.000000 0.125000 0.275000 0.373100 0.045379 0.006749 0.252966
27.000000 0.125000 0.275000 0.386100 0.047211 0.007234 0.258877
28.000000 0.125000 0.275000 0.400000 0.049090 0.007742 0.264393
29.000000 0.125000 0.275000 0.411100 0.050916 0.008249 0.270303
30.000000 0.125000 0.275000 0.425700 0.052690 0.008751 0.275820
31.000000 0.125000 0.275000 0.439700 0.054511 0.009278 0.281730
32.000000 0.125000 0.275000 0.450000 0.056378 0.009829 0.287247
33.000000 0.125000 0.275000 0.461500 0.058192 0.010377 0.293157
34.000000 0.125000 0.275000 0.473700 0.060003 0.010935 0.299067
35.000000 0.150000 0.250000 0.484600 0.061811 0.011504 0.304978
36.000000 0.150000 0.250000 0.494000 0.063615 0.012084 0.310888
37.000000 0.150000 0.250000 0.502000 0.065465 0.012690 0.316405
38.000000 0.150000 0.250000 0.513900 0.067313 0.013303 0.320345
39.000000 0.150000 0.250000 0.522900 0.069207 0.013938 0.323891
40.000000 0.150000 0.250000 0.532000 0.071147 0.014598 0.327831
41.000000 0.175000 0.225000 0.541200 0.072987 0.015232 0.331772
42.000000 0.175000 0.225000 0.549500 0.074921 0.015907 0.335712
43.000000 0.175000 0.225000 0.560600 0.076757 0.016556 0.339652
44.000000 0.175000 0.225000 0.569000 0.078591 0.017207 0.341228
45.000000 0.175000 0.225000 0.577300 0.080376 0.017845 0.343199
46.000000 0.175000 0.225000 0.586200 0.082159 0.018486 0.345169
47.000000 0.175000 0.225000 0.596000 0.083941 0.019131 0.347139
48.000000 0.175000 0.225000 0.605400 0.085722 0.019779 0.349109
49.000000 0.175000 0.225000 0.613700 0.087502 0.020431 0.351079
50.000000 0.175000 0.225000 0.624900 0.089280 0.021086 0.353049
51.000000 0.175000 0.225000 0.634700 0.091058 0.021745 0.355019
52.000000 0.175000 0.225000 0.643200 0.092833 0.022407 0.356990
53.000000 0.175000 0.225000 0.651100 0.094656 0.023091 0.358566
54.000000 0.175000 0.225000 0.658600 0.096429 0.023759 0.360536
55.000000 0.175000 0.225000 0.666600 0.098202 0.024431 0.362506
56.000000 0.175000 0.225000 0.677300 0.099972 0.025107 0.364476
57.000000 0.175000 0.225000 0.685300 0.101742 0.025786 0.366446
58.000000 0.175000 0.225000 0.709200 0.103510 0.026469 0.368416
59.000000 0.175000 0.225000 0.723200 0.105277 0.027155 0.370387
60.000000 0.200000 0.200000 0.731900 0.107042 0.027844 0.372357
61.000000 0.200000 0.200000 0.742000 0.108806 0.028537 0.374327
62.000000 0.200000 0.200000 0.752000 0.110569 0.029234 0.376297
63.000000 0.200000 0.200000 0.761200 0.112427 0.029967 0.375903
64.000000 0.200000 0.200000 0.774500 0.114333 0.030719 0.375903
65.000000 0.200000 0.200000 0.784800 0.116143 0.031434 0.375903
66.000000 0.200000 0.200000 0.814800 0.118049 0.032186 0.375903
67.000000 0.200000 0.200000 0.827100 0.119860 0.032900 0.375903
68.000000 0.200000 0.200000 0.840100 0.121766 0.033653 0.375903
69.000000 0.200000 0.200000 0.849500 0.123576 0.034367 0.375903
70.000000 0.200000 0.200000 1.174000 0.125482 0.035119 0.375903
71.000000 0.200000 0.200000 1.189800 0.127293 0.035834 0.375903
72.000000 0.225000 0.175000 1.198300 0.129199 0.036586 0.375903
73.000000 0.225000 0.175000 1.207300 0.131009 0.037301 0.375903
74.000000 0.225000 0.175000 1.216500 0.132915 0.038053 0.375903
75.000000 0.225000 0.175000 1.226300 0.134680 0.038745 0.373933
76.000000 0.225000 0.175000 1.236800 0.136445 0.039434 0.371963
77.000000 0.225000 0.175000 1.247300 0.138212 0.040120 0.369992
78.000000 0.225000 0.175000 1.260500 0.139981 0.040801 0.368022
79.000000 0.225000 0.175000 1.270100 0.141750 0.041480 0.366052
80.000000 0.225000 0.175000 1.281000 0.143569 0.042174 0.364476
81.000000 0.225000 0.175000 1.293900 0.145341 0.042846 0.362506
82.000000 0.225000 0.175000 1.303500 0.147114 0.043514 0.360536
83.000000 0.225000 0.175000 1.314300 0.148889 0.044179 0.358566
84.000000 0.225000 0.175000 1.326500 0.150665 0.044841 0.356596
85.000000 0.225000 0.175000 1.339700 0.152443 0.045499 0.354625
86.000000 0.225000 0.175000 1.349200 0.154221 0.046154 0.352655
87.000000 0.225000 0.175000 1.360000 0.156001 0.046805 0.350685
88.000000 0.225000 0.175000 1.372000 0.157782 0.047452 0.348715
89.000000 0.225000 0.175000 1.382000 0.159613 0.048115 0.347139
90.000000 0.225000 0.175000 1.396500 0.161396 0.048756 0.345169
91.000000 0.225000 0.175000 1.408900 0.163181 0.049394 0.343199
92.000000 0.225000 0.175000 1.418000 0.164967 0.050028 0.341228
93.000000 0.225000 0.175000 1.426900 0.166706 0.050642 0.339652
94.000000 0.225000 0.175000 1.438900 0.168494 0.051270 0.337682
95.000000 0.225000 0.175000 1.448400 0.170283 0.051895 0.335712
96.000000 0.225000 0.175000 1.457300 0.172074 0.052515 0.333742
97.000000 0.225000 0.175000 1.466300 0.173866 0.053133 0.331772
98.000000 0.225000 0.175000 1.476700 0.175659 0.053747 0.329802
99.000000 0.225000 0.175000 1.486100 0.177502 0.054374 0.328226
